FIPS Country Code	FIPS ADM1 Code	ADM1 Name	Region
AA	00	Aruba (general)	1 - Americas/Western Europe
AC	00	Antigua and Barbuda (general)	1 - Americas/Western Europe
AC	01	Barbuda	1 - Americas/Western Europe
AC	03	Saint George	1 - Americas/Western Europe
AC	04	Saint John	1 - Americas/Western Europe
AC	05	Saint Mary	1 - Americas/Western Europe
AC	06	Saint Paul	1 - Americas/Western Europe
AC	07	Saint Peter	1 - Americas/Western Europe
AC	08	Saint Philip	1 - Americas/Western Europe
AE	00	United Arab Emirates (general)	3 - Africa/Middle East
AE	01	Ab? Z?aby	3 - Africa/Middle East
AE	02	‘Ajm?n	3 - Africa/Middle East
AE	03	Dubayy	3 - Africa/Middle East
AE	04	Al Fujayrah	3 - Africa/Middle East
AE	05	Ra?s al Khaymah	3 - Africa/Middle East
AE	06	Ash Sh?riqah	3 - Africa/Middle East
AE	07	Umm al Qaywayn	3 - Africa/Middle East
AF	00	Afghanistan (general)	4 - Central Asia/Russia
AF	01	Badakhsh?n	4 - Central Asia/Russia
AF	02	B?dgh?s	4 - Central Asia/Russia
AF	03	Baghl?n	4 - Central Asia/Russia
AF	05	B?m??n	4 - Central Asia/Russia
AF	06	Far?h	4 - Central Asia/Russia
AF	07	F?ry?b	4 - Central Asia/Russia
AF	08	Ghazn?	4 - Central Asia/Russia
AF	09	Ghowr	4 - Central Asia/Russia
AF	10	Helmand	4 - Central Asia/Russia
AF	11	Her?t	4 - Central Asia/Russia
AF	13	K?bol	4 - Central Asia/Russia
AF	14	K?p?s?	4 - Central Asia/Russia
AF	15	(AF15)	4 - Central Asia/Russia
AF	16	(AF16)	4 - Central Asia/Russia
AF	17	Lowgar	4 - Central Asia/Russia
AF	18	Nangarh?r	4 - Central Asia/Russia
AF	19	N?mr?z	4 - Central Asia/Russia
AF	20	(AF20)	4 - Central Asia/Russia
AF	21	(AF21)	4 - Central Asia/Russia
AF	22	(AF 22)	4 - Central Asia/Russia
AF	23	Kandah?r	4 - Central Asia/Russia
AF	24	Kondoz	4 - Central Asia/Russia
AF	26	Takh?r	4 - Central Asia/Russia
AF	27	Vardak	4 - Central Asia/Russia
AF	28	Z?bol	4 - Central Asia/Russia
AF	29	Pakt?k?	4 - Central Asia/Russia
AF	30	Balkh	4 - Central Asia/Russia
AF	31	Jowzj?n	4 - Central Asia/Russia
AF	32	Samang?n	4 - Central Asia/Russia
AF	33	Sar-e Pol	4 - Central Asia/Russia
AF	34	Konar	4 - Central Asia/Russia
AF	35	Laghm?n	4 - Central Asia/Russia
AF	36	Pakt??	4 - Central Asia/Russia
AF	37	Khowst	4 - Central Asia/Russia
AF	38	N?rest?n	4 - Central Asia/Russia
AF	39	Or?zg?n	4 - Central Asia/Russia
AF	40	Parv?n	4 - Central Asia/Russia
AF	41	D?ykond?	4 - Central Asia/Russia
AF	42	Panjsh?r	4 - Central Asia/Russia
AG	00	Algeria (general)	1 - Americas/Western Europe
AG	01	Alger	1 - Americas/Western Europe
AG	03	Batna	1 - Americas/Western Europe
AG	04	Constantine	1 - Americas/Western Europe
AG	06	Médéa	1 - Americas/Western Europe
AG	07	Mostaganem	1 - Americas/Western Europe
AG	09	Oran	1 - Americas/Western Europe
AG	10	Saïda	1 - Americas/Western Europe
AG	12	Sétif	1 - Americas/Western Europe
AG	13	Tiaret	1 - Americas/Western Europe
AG	14	Tizi Ouzou	1 - Americas/Western Europe
AG	15	Tlemcen	1 - Americas/Western Europe
AG	18	Bejaïa	1 - Americas/Western Europe
AG	19	Biskra	1 - Americas/Western Europe
AG	20	Blida	1 - Americas/Western Europe
AG	21	Bouira	1 - Americas/Western Europe
AG	22	Djelfa	1 - Americas/Western Europe
AG	23	Guelma	1 - Americas/Western Europe
AG	24	Jijel	1 - Americas/Western Europe
AG	25	Laghouat	1 - Americas/Western Europe
AG	26	Mascara	1 - Americas/Western Europe
AG	27	M?sila	1 - Americas/Western Europe
AG	29	Oum el Bouaghi	1 - Americas/Western Europe
AG	30	Sidi Bel Abbès	1 - Americas/Western Europe
AG	31	Skikda	1 - Americas/Western Europe
AG	33	Tébessa	1 - Americas/Western Europe
AG	34	Adrar	1 - Americas/Western Europe
AG	35	Aïn Defla	1 - Americas/Western Europe
AG	36	Aïn Temouchent	1 - Americas/Western Europe
AG	37	Annaba	1 - Americas/Western Europe
AG	38	Béchar	1 - Americas/Western Europe
AG	39	Bordj Bou Arréridj	1 - Americas/Western Europe
AG	40	Boumerdes	1 - Americas/Western Europe
AG	41	Chlef	1 - Americas/Western Europe
AG	42	El Bayadh	1 - Americas/Western Europe
AG	43	El Oued	1 - Americas/Western Europe
AG	44	El Tarf	1 - Americas/Western Europe
AG	45	Ghardaïa	1 - Americas/Western Europe
AG	46	Illizi	1 - Americas/Western Europe
AG	47	Khenchela	1 - Americas/Western Europe
AG	48	Mila	1 - Americas/Western Europe
AG	49	Naama	1 - Americas/Western Europe
AG	50	Ouargla	1 - Americas/Western Europe
AG	51	Relizane	1 - Americas/Western Europe
AG	52	Souk Ahras	1 - Americas/Western Europe
AG	53	Tamanghasset	1 - Americas/Western Europe
AG	54	Tindouf	1 - Americas/Western Europe
AG	55	Tipaza	1 - Americas/Western Europe
AG	56	Tissemsilt	1 - Americas/Western Europe
AJ	00	Azerbaijan (general)	4 - Central Asia/Russia
AJ	01	Ab?eron	4 - Central Asia/Russia
AJ	02	A?cab?di	4 - Central Asia/Russia
AJ	03	A?dam	4 - Central Asia/Russia
AJ	04	A?da?	4 - Central Asia/Russia
AJ	05	A?stafa	4 - Central Asia/Russia
AJ	06	A?su	4 - Central Asia/Russia
AJ	07	?li Bayraml?*	4 - Central Asia/Russia
AJ	08	Astara	4 - Central Asia/Russia
AJ	09	Bak?*	4 - Central Asia/Russia
AJ	10	Balak?n	4 - Central Asia/Russia
AJ	11	B?rd?	4 - Central Asia/Russia
AJ	12	Beyl?qan	4 - Central Asia/Russia
AJ	13	Bil?suvar	4 - Central Asia/Russia
AJ	14	C?bray?l	4 - Central Asia/Russia
AJ	15	C?lilabad	4 - Central Asia/Russia
AJ	16	Da?k?s?n	4 - Central Asia/Russia
AJ	17	D?v?çi	4 - Central Asia/Russia
AJ	18	Füzuli	4 - Central Asia/Russia
AJ	19	G?d?b?y	4 - Central Asia/Russia
AJ	20	G?nc?*	4 - Central Asia/Russia
AJ	21	Goranboy	4 - Central Asia/Russia
AJ	22	Göyçay	4 - Central Asia/Russia
AJ	23	Hac?qabul	4 - Central Asia/Russia
AJ	24	?mi?li	4 - Central Asia/Russia
AJ	25	?smay?ll?	4 - Central Asia/Russia
AJ	26	K?lb?c?r	4 - Central Asia/Russia
AJ	27	Kürd?mir	4 - Central Asia/Russia
AJ	28	Laç?n	4 - Central Asia/Russia
AJ	29	L?nk?ran	4 - Central Asia/Russia
AJ	30	L?nk?ran*	4 - Central Asia/Russia
AJ	31	Lerik	4 - Central Asia/Russia
AJ	32	Masall?	4 - Central Asia/Russia
AJ	33	Ming?cevir*	4 - Central Asia/Russia
AJ	34	Naftalan*	4 - Central Asia/Russia
AJ	35	Naxç?van**	4 - Central Asia/Russia
AJ	36	Neftçala	4 - Central Asia/Russia
AJ	37	O?uz	4 - Central Asia/Russia
AJ	38	Q?b?l?	4 - Central Asia/Russia
AJ	39	Q?x	4 - Central Asia/Russia
AJ	40	Qazax	4 - Central Asia/Russia
AJ	41	Qobustan	4 - Central Asia/Russia
AJ	42	Quba	4 - Central Asia/Russia
AJ	43	Qubadl?	4 - Central Asia/Russia
AJ	44	Qusar	4 - Central Asia/Russia
AJ	45	Saatl?	4 - Central Asia/Russia
AJ	46	Sabirabad	4 - Central Asia/Russia
AJ	47	??ki	4 - Central Asia/Russia
AJ	48	??ki*	4 - Central Asia/Russia
AJ	49	Salyan	4 - Central Asia/Russia
AJ	50	?amax?	4 - Central Asia/Russia
AJ	51	??mkir	4 - Central Asia/Russia
AJ	52	Samux	4 - Central Asia/Russia
AJ	53	Siy?z?n	4 - Central Asia/Russia
AJ	54	Sumqay?t*	4 - Central Asia/Russia
AJ	55	?u?a	4 - Central Asia/Russia
AJ	56	?u?a*	4 - Central Asia/Russia
AJ	57	T?rt?r	4 - Central Asia/Russia
AJ	58	Tovuz	4 - Central Asia/Russia
AJ	59	Ucar	4 - Central Asia/Russia
AJ	60	Xaçmaz	4 - Central Asia/Russia
AJ	61	Xank?ndi*	4 - Central Asia/Russia
AJ	62	Xanlar	4 - Central Asia/Russia
AJ	63	X?z?	4 - Central Asia/Russia
AJ	64	Xocal?	4 - Central Asia/Russia
AJ	65	Xocav?nd	4 - Central Asia/Russia
AJ	66	Yard?ml?	4 - Central Asia/Russia
AJ	67	Yevlax	4 - Central Asia/Russia
AJ	68	Yevlax*	4 - Central Asia/Russia
AJ	69	Z?ngilan	4 - Central Asia/Russia
AJ	70	Zaqatala	4 - Central Asia/Russia
AJ	71	Z?rdab	4 - Central Asia/Russia
AL	00	Albania (general)	2 - Eastern Europe
AL	40	Berat	2 - Eastern Europe
AL	41	Dibër	2 - Eastern Europe
AL	42	Durrës	2 - Eastern Europe
AL	43	Elbasan	2 - Eastern Europe
AL	44	Fier	2 - Eastern Europe
AL	45	Gjirokastër	2 - Eastern Europe
AL	46	Korçë	2 - Eastern Europe
AL	47	Kukës	2 - Eastern Europe
AL	48	Lezhë	2 - Eastern Europe
AL	49	Shkodër	2 - Eastern Europe
AL	50	Tiranë	2 - Eastern Europe
AL	51	Vlorë	2 - Eastern Europe
AM	00	Armenia (general)	2 - Eastern Europe
AM	01	Aragatsotn	2 - Eastern Europe
AM	02	Ararat	2 - Eastern Europe
AM	03	Armavir	2 - Eastern Europe
AM	04	Geghark?unik?	2 - Eastern Europe
AM	05	Kotayk?	2 - Eastern Europe
AM	06	Lorri	2 - Eastern Europe
AM	07	Shirak	2 - Eastern Europe
AM	08	Syunik?	2 - Eastern Europe
AM	09	Tavush	2 - Eastern Europe
AM	10	Vayots? Dzor	2 - Eastern Europe
AM	11	Yerevan*	2 - Eastern Europe
AN	00	Andorra (general)	1 - Americas/Western Europe
AN	01	Andorra	1 - Americas/Western Europe
AN	02	Canillo	1 - Americas/Western Europe
AN	03	Encamp	1 - Americas/Western Europe
AN	04	La Massana	1 - Americas/Western Europe
AN	05	Ordino	1 - Americas/Western Europe
AN	06	Sant Julià de Lòria	1 - Americas/Western Europe
AN	07	Andorra la Vella	1 - Americas/Western Europe
AN	08	Escaldes-Engordany	1 - Americas/Western Europe
AO	00	Angola (general)	3 - Africa/Middle East
AO	01	Benguela	3 - Africa/Middle East
AO	02	Bié	3 - Africa/Middle East
AO	03	Cabinda	3 - Africa/Middle East
AO	04	Cuando Cubango	3 - Africa/Middle East
AO	05	Cuanza Norte	3 - Africa/Middle East
AO	06	Cuanza Sul	3 - Africa/Middle East
AO	07	Cunene	3 - Africa/Middle East
AO	08	Huambo	3 - Africa/Middle East
AO	09	Huíla	3 - Africa/Middle East
AO	10	Luanda	3 - Africa/Middle East
AO	12	Malanje	3 - Africa/Middle East
AO	13	Namibe	3 - Africa/Middle East
AO	14	Moxico	3 - Africa/Middle East
AO	15	Uíge	3 - Africa/Middle East
AO	16	Zaire	3 - Africa/Middle East
AO	17	Lunda Norte	3 - Africa/Middle East
AO	18	Lunda Sul	3 - Africa/Middle East
AO	19	Bengo	3 - Africa/Middle East
AR	00	Argentina (general)	1 - Americas/Western Europe
AR	01	Buenos Aires	1 - Americas/Western Europe
AR	02	Catamarca	1 - Americas/Western Europe
AR	03	Chaco	1 - Americas/Western Europe
AR	04	Chubut	1 - Americas/Western Europe
AR	05	Córdoba	1 - Americas/Western Europe
AR	06	Corrientes	1 - Americas/Western Europe
AR	07	Distrito Federal	1 - Americas/Western Europe
AR	08	Entre Ríos	1 - Americas/Western Europe
AR	09	Formosa	1 - Americas/Western Europe
AR	10	Jujuy	1 - Americas/Western Europe
AR	11	La Pampa	1 - Americas/Western Europe
AR	12	La Rioja	1 - Americas/Western Europe
AR	13	Mendoza	1 - Americas/Western Europe
AR	14	Misiones	1 - Americas/Western Europe
AR	15	Neuquén	1 - Americas/Western Europe
AR	16	Río Negro	1 - Americas/Western Europe
AR	17	Salta	1 - Americas/Western Europe
AR	18	San Juan	1 - Americas/Western Europe
AR	19	San Luis	1 - Americas/Western Europe
AR	20	Santa Cruz	1 - Americas/Western Europe
AR	21	Santa Fe	1 - Americas/Western Europe
AR	22	Santiago del Estero	1 - Americas/Western Europe
AR	23	Tierra del Fuego, Antártida e Islas del Atlántico Sur	1 - Americas/Western Europe
AR	24	Tucumán	1 - Americas/Western Europe
AS	00	Australia (general)	1 - Americas/Western Europe
AS	01	Australian Capital Territory	1 - Americas/Western Europe
AS	02	New South Wales	1 - Americas/Western Europe
AS	03	Northern Territory	1 - Americas/Western Europe
AS	04	Queensland	1 - Americas/Western Europe
AS	05	South Australia	1 - Americas/Western Europe
AS	06	Tasmania	1 - Americas/Western Europe
AS	07	Victoria	1 - Americas/Western Europe
AS	08	Western Australia	1 - Americas/Western Europe
AT	00	Ashmore and Cartier Islands (general)	1 - Americas/Western Europe
AU	00	Austria (general)	1 - Americas/Western Europe
AU	01	Burgenland	1 - Americas/Western Europe
AU	02	Kärnten	1 - Americas/Western Europe
AU	03	Niederösterreich	1 - Americas/Western Europe
AU	04	Oberösterreich	1 - Americas/Western Europe
AU	05	Salzburg	1 - Americas/Western Europe
AU	06	Steiermark	1 - Americas/Western Europe
AU	07	Tirol	1 - Americas/Western Europe
AU	08	Vorarlberg	1 - Americas/Western Europe
AU	09	Wien	1 - Americas/Western Europe
AV	00	Anguilla (general)	1 - Americas/Western Europe
BA	00	Bahrain (general)	3 - Africa/Middle East
BA	01	Al ?add	3 - Africa/Middle East
BA	02	Al Man?mah	3 - Africa/Middle East
BA	03	Al Mu?arraq	3 - Africa/Middle East
BA	05	Jidd ?af?	3 - Africa/Middle East
BA	06	Sitrah	3 - Africa/Middle East
BA	07	(BA07)	3 - Africa/Middle East
BA	08	Al Min?aqah al Gharb?yah	3 - Africa/Middle East
BA	09	Min?aqat Juzur ?aw?r	3 - Africa/Middle East
BA	10	Al Min?aqah ash Sham?l?yah	3 - Africa/Middle East
BA	11	Al Min?aqah al Wus?á	3 - Africa/Middle East
BA	12	Mad?nat ‘?sá	3 - Africa/Middle East
BA	13	Ar Rif?‘ wa al Min?aqah al Jan?b?yah	3 - Africa/Middle East
BA	14	Mad?nat ?amad	3 - Africa/Middle East
BB	00	Barbados (general)	1 - Americas/Western Europe
BB	01	Christ Church	1 - Americas/Western Europe
BB	02	Saint Andrew	1 - Americas/Western Europe
BB	03	Saint George	1 - Americas/Western Europe
BB	04	Saint James	1 - Americas/Western Europe
BB	05	Saint John	1 - Americas/Western Europe
BB	06	Saint Joseph	1 - Americas/Western Europe
BB	07	Saint Lucy	1 - Americas/Western Europe
BB	08	Saint Michael	1 - Americas/Western Europe
BB	09	Saint Peter	1 - Americas/Western Europe
BB	10	Saint Philip	1 - Americas/Western Europe
BB	11	Saint Thomas	1 - Americas/Western Europe
BC	00	Botswana (general)	3 - Africa/Middle East
BC	01	Central	3 - Africa/Middle East
BC	02	(BC02)	3 - Africa/Middle East
BC	03	Ghanzi	3 - Africa/Middle East
BC	04	Kgalagadi	3 - Africa/Middle East
BC	05	Kgatleng	3 - Africa/Middle East
BC	06	Kweneng	3 - Africa/Middle East
BC	07	(BC07)	3 - Africa/Middle East
BC	08	North East	3 - Africa/Middle East
BC	09	South East	3 - Africa/Middle East
BC	10	Southern	3 - Africa/Middle East
BC	11	North West	3 - Africa/Middle East
BD	00	Bermuda (general)	1 - Americas/Western Europe
BD	01	Devonshire	1 - Americas/Western Europe
BD	02	Hamilton	1 - Americas/Western Europe
BD	03	Hamilton	1 - Americas/Western Europe
BD	04	Paget	1 - Americas/Western Europe
BD	05	Pembroke	1 - Americas/Western Europe
BD	06	Saint George	1 - Americas/Western Europe
BD	07	Saint George?s	1 - Americas/Western Europe
BD	08	Sandys	1 - Americas/Western Europe
BD	09	Smith?s	1 - Americas/Western Europe
BD	10	Southampton	1 - Americas/Western Europe
BD	11	Warwick	1 - Americas/Western Europe
BE	00	Belgium (general)	1 - Americas/Western Europe
BE	01	Antwerpen	1 - Americas/Western Europe
BE	02	(BE02)	1 - Americas/Western Europe
BE	03	Hainaut	1 - Americas/Western Europe
BE	04	Liège	1 - Americas/Western Europe
BE	05	Limburg	1 - Americas/Western Europe
BE	06	Luxembourg	1 - Americas/Western Europe
BE	07	Namur	1 - Americas/Western Europe
BE	08	Oost-Vlaanderen	1 - Americas/Western Europe
BE	09	West-Vlaanderen	1 - Americas/Western Europe
BE	10	Brabant Wallon	1 - Americas/Western Europe
BE	11	Bruxelles-Capitale	1 - Americas/Western Europe
BE	12	Vlaams-Brabant	1 - Americas/Western Europe
BF	00	Bahamas, The (general)	1 - Americas/Western Europe
BF	05	Bimini	1 - Americas/Western Europe
BF	06	Cat Island	1 - Americas/Western Europe
BF	10	Exuma	1 - Americas/Western Europe
BF	13	Inagua	1 - Americas/Western Europe
BF	15	Long Island	1 - Americas/Western Europe
BF	16	Mayaguana	1 - Americas/Western Europe
BF	18	Ragged Island	1 - Americas/Western Europe
BF	22	Harbour Island	1 - Americas/Western Europe
BF	23	New Providence	1 - Americas/Western Europe
BF	24	Acklins and Crooked Islands	1 - Americas/Western Europe
BF	25	Freeport	1 - Americas/Western Europe
BF	26	Fresh Creek	1 - Americas/Western Europe
BF	27	Governor?s Harbour	1 - Americas/Western Europe
BF	28	Green Turtle Cay	1 - Americas/Western Europe
BF	29	High Rock	1 - Americas/Western Europe
BF	30	Kemps Bay	1 - Americas/Western Europe
BF	31	Marsh Harbour	1 - Americas/Western Europe
BF	32	Nichollstown and Berry Islands	1 - Americas/Western Europe
BF	33	Rock Sound	1 - Americas/Western Europe
BF	34	Sandy Point	1 - Americas/Western Europe
BF	35	San Salvador and Rum Cay	1 - Americas/Western Europe
BG	00	Bangladesh (general)	5 - Asia/Pacific
BG	80	(BG80)	5 - Asia/Pacific
BG	81	Dhaka	5 - Asia/Pacific
BG	82	Khulna	5 - Asia/Pacific
BG	83	R?jsh?hi	5 - Asia/Pacific
BG	84	Chittagong	5 - Asia/Pacific
BG	85	Baris?l	5 - Asia/Pacific
BG	86	Sylhet	5 - Asia/Pacific
BH	00	Belize (general)	1 - Americas/Western Europe
BH	01	Belize	1 - Americas/Western Europe
BH	02	Cayo	1 - Americas/Western Europe
BH	03	Corozal	1 - Americas/Western Europe
BH	04	Orange Walk	1 - Americas/Western Europe
BH	05	Stann Creek	1 - Americas/Western Europe
BH	06	Toledo	1 - Americas/Western Europe
BK	00	Bosnia and Herzegovina (general)	2 - Eastern Europe
BK	01	Federation of Bosnia and Herzegovina	2 - Eastern Europe
BK	02	Republika Srpska	2 - Eastern Europe
BK	BD	Br?ko Distrikt	2 - Eastern Europe
BL	00	Bolivia (general)	1 - Americas/Western Europe
BL	01	Chuquisaca	1 - Americas/Western Europe
BL	02	Cochabamba	1 - Americas/Western Europe
BL	03	El Beni	1 - Americas/Western Europe
BL	04	La Paz	1 - Americas/Western Europe
BL	05	Oruro	1 - Americas/Western Europe
BL	06	Pando	1 - Americas/Western Europe
BL	07	Potosí	1 - Americas/Western Europe
BL	08	Santa Cruz	1 - Americas/Western Europe
BL	09	Tarija	1 - Americas/Western Europe
BM	00	Burma (general)	5 - Asia/Pacific
BM	01	Rakhine State	5 - Asia/Pacific
BM	02	Chin State	5 - Asia/Pacific
BM	03	Ayeyarwady	5 - Asia/Pacific
BM	04	Kachin State	5 - Asia/Pacific
BM	05	Kayin State	5 - Asia/Pacific
BM	06	Kayah State	5 - Asia/Pacific
BM	07	(BM07)	5 - Asia/Pacific
BM	08	Mandalay	5 - Asia/Pacific
BM	09	(BM09)	5 - Asia/Pacific
BM	10	Sagain	5 - Asia/Pacific
BM	11	Shan State	5 - Asia/Pacific
BM	12	Tanintharyi	5 - Asia/Pacific
BM	13	Mon State	5 - Asia/Pacific
BM	14	(BM14)	5 - Asia/Pacific
BM	15	Magway	5 - Asia/Pacific
BM	16	Bago	5 - Asia/Pacific
BM	17	Yangon	5 - Asia/Pacific
BM	22	(BM22)	5 - Asia/Pacific
BN	00	Benin (general)	3 - Africa/Middle East
BN	01	(BN01)	3 - Africa/Middle East
BN	02	(BN02)	3 - Africa/Middle East
BN	03	(BN03)	3 - Africa/Middle East
BN	04	(BN04)	3 - Africa/Middle East
BN	05	(BN05)	3 - Africa/Middle East
BN	06	(BN06)	3 - Africa/Middle East
BN	07	Alibori	3 - Africa/Middle East
BN	08	Atakora	3 - Africa/Middle East
BN	09	Atlantique	3 - Africa/Middle East
BN	10	Borgou	3 - Africa/Middle East
BN	11	Collines	3 - Africa/Middle East
BN	12	Kouffo	3 - Africa/Middle East
BN	13	Donga	3 - Africa/Middle East
BN	14	Littoral	3 - Africa/Middle East
BN	15	Mono	3 - Africa/Middle East
BN	16	Quémé	3 - Africa/Middle East
BN	17	Plateau	3 - Africa/Middle East
BN	18	Zou	3 - Africa/Middle East
BO	00	Belarus (general)	2 - Eastern Europe
BO	01	Brestskaya Voblasts?	2 - Eastern Europe
BO	02	Homyel?skaya Voblasts?	2 - Eastern Europe
BO	03	Hrodzyenskaya Voblasts?	2 - Eastern Europe
BO	04	Mahilyowskaya Voblasts?	2 - Eastern Europe
BO	05	Minsk, Horad	2 - Eastern Europe
BO	06	Minskaya Voblasts?	2 - Eastern Europe
BO	07	Vitsyebskaya Voblasts?	2 - Eastern Europe
BP	00	Solomon Islands (general)	5 - Asia/Pacific
BP	03	Malaita	5 - Asia/Pacific
BP	04	(BP04)	5 - Asia/Pacific
BP	05	(BP05)	5 - Asia/Pacific
BP	06	Guadalcanal	5 - Asia/Pacific
BP	07	Isabel	5 - Asia/Pacific
BP	08	Makira	5 - Asia/Pacific
BP	09	Temotu	5 - Asia/Pacific
BP	10	Central	5 - Asia/Pacific
BP	11	Western	5 - Asia/Pacific
BP	12	Choiseul	5 - Asia/Pacific
BP	13	Rennell and Bellona	5 - Asia/Pacific
BR	00	Brazil (general)	1 - Americas/Western Europe
BR	01	Acre	1 - Americas/Western Europe
BR	02	Alagoas	1 - Americas/Western Europe
BR	03	Amapá	1 - Americas/Western Europe
BR	04	Amazonas	1 - Americas/Western Europe
BR	05	Bahia	1 - Americas/Western Europe
BR	06	Ceará	1 - Americas/Western Europe
BR	07	Distrito Federal	1 - Americas/Western Europe
BR	08	Espírito Santo	1 - Americas/Western Europe
BR	09	(BR09)	1 - Americas/Western Europe
BR	10	(BR10)	1 - Americas/Western Europe
BR	11	Mato Grosso do Sul	1 - Americas/Western Europe
BR	13	Maranhão	1 - Americas/Western Europe
BR	14	Mato Grosso	1 - Americas/Western Europe
BR	15	Minas Gerais	1 - Americas/Western Europe
BR	16	Pará	1 - Americas/Western Europe
BR	17	Paraíba	1 - Americas/Western Europe
BR	18	Paraná	1 - Americas/Western Europe
BR	19	(BR19)	1 - Americas/Western Europe
BR	20	Piauí	1 - Americas/Western Europe
BR	21	Rio de Janeiro	1 - Americas/Western Europe
BR	22	Rio Grande do Norte	1 - Americas/Western Europe
BR	23	Rio Grande do Sul	1 - Americas/Western Europe
BR	24	Rondônia	1 - Americas/Western Europe
BR	25	Roraima	1 - Americas/Western Europe
BR	26	Santa Catarina	1 - Americas/Western Europe
BR	27	São Paulo	1 - Americas/Western Europe
BR	28	Sergipe	1 - Americas/Western Europe
BR	29	Goiás	1 - Americas/Western Europe
BR	30	Pernambuco	1 - Americas/Western Europe
BR	31	Tocantins	1 - Americas/Western Europe
BS	00	Bassas da India (general)	3 - Africa/Middle East
BT	00	Bhutan (general)	5 - Asia/Pacific
BT	05	Bumthang	5 - Asia/Pacific
BT	06	Chhukha	5 - Asia/Pacific
BT	07	Chirang	5 - Asia/Pacific
BT	08	Daga	5 - Asia/Pacific
BT	09	Geylegphug	5 - Asia/Pacific
BT	10	Ha	5 - Asia/Pacific
BT	11	Lhuntshi	5 - Asia/Pacific
BT	12	Mongar	5 - Asia/Pacific
BT	13	Paro	5 - Asia/Pacific
BT	14	Pemagatsel	5 - Asia/Pacific
BT	15	Punakha	5 - Asia/Pacific
BT	16	Samchi	5 - Asia/Pacific
BT	17	Samdrup	5 - Asia/Pacific
BT	18	Shemgang	5 - Asia/Pacific
BT	19	Tashigang	5 - Asia/Pacific
BT	20	Thimphu	5 - Asia/Pacific
BT	21	Tongsa	5 - Asia/Pacific
BT	22	Wangdi Phodrang	5 - Asia/Pacific
BU	00	Bulgaria (general)	2 - Eastern Europe
BU	29	(BU29)	2 - Eastern Europe
BU	30	(BU30)	2 - Eastern Europe
BU	31	(BU31)	2 - Eastern Europe
BU	32	(BU32)	2 - Eastern Europe
BU	33	(BU33)	2 - Eastern Europe
BU	34	(BU34)	2 - Eastern Europe
BU	35	(BU35)	2 - Eastern Europe
BU	36	(BU36)	2 - Eastern Europe
BU	37	(BU37)	2 - Eastern Europe
BU	38	Blagoevgrad	2 - Eastern Europe
BU	39	Burgas	2 - Eastern Europe
BU	40	Dobrich	2 - Eastern Europe
BU	41	Gabrovo	2 - Eastern Europe
BU	42	Sofiya-Grad	2 - Eastern Europe
BU	43	Khaskovo	2 - Eastern Europe
BU	44	K?rdzhali	2 - Eastern Europe
BU	45	Kyustendil	2 - Eastern Europe
BU	46	Lovech	2 - Eastern Europe
BU	47	Montana	2 - Eastern Europe
BU	48	Pazardzhit	2 - Eastern Europe
BU	49	Pernik	2 - Eastern Europe
BU	50	Pleven	2 - Eastern Europe
BU	51	Plovdiv	2 - Eastern Europe
BU	52	Razgrad	2 - Eastern Europe
BU	53	Ruse	2 - Eastern Europe
BU	54	Shumen	2 - Eastern Europe
BU	55	Silistra	2 - Eastern Europe
BU	56	Sliven	2 - Eastern Europe
BU	57	Smolyan	2 - Eastern Europe
BU	58	Sofiya	2 - Eastern Europe
BU	59	Stara Zagora	2 - Eastern Europe
BU	60	T?rgovishte	2 - Eastern Europe
BU	61	Varna	2 - Eastern Europe
BU	62	Veliko T?rnovo	2 - Eastern Europe
BU	63	Vidin	2 - Eastern Europe
BU	64	Vratsa	2 - Eastern Europe
BU	65	Yambol	2 - Eastern Europe
BV	00	Bouvet Island (general)	1 - Americas/Western Europe
BX	00	Brunei (general)	5 - Asia/Pacific
BX	01	Belait	5 - Asia/Pacific
BX	02	Brunei and Muara	5 - Asia/Pacific
BX	03	Temburong	5 - Asia/Pacific
BX	04	Tutong	5 - Asia/Pacific
BY	00	Burundi (general)	1 - Americas/Western Europe
BY	02	Bujumbura	1 - Americas/Western Europe
BY	05	(BY05)	1 - Americas/Western Europe
BY	09	Bubanza	1 - Americas/Western Europe
BY	10	Bururi	1 - Americas/Western Europe
BY	11	Cankuzo	1 - Americas/Western Europe
BY	12	Cibitoke	1 - Americas/Western Europe
BY	13	Gitega	1 - Americas/Western Europe
BY	14	Karuzi	1 - Americas/Western Europe
BY	15	Kayanza	1 - Americas/Western Europe
BY	16	Kirundo	1 - Americas/Western Europe
BY	17	Makamba	1 - Americas/Western Europe
BY	18	Muyinga	1 - Americas/Western Europe
BY	19	Ngozi	1 - Americas/Western Europe
BY	20	Rutana	1 - Americas/Western Europe
BY	21	Ruyigi	1 - Americas/Western Europe
BY	22	Muramvya	1 - Americas/Western Europe
BY	23	Mwaro	1 - Americas/Western Europe
CA	00	Canada (general)	1 - Americas/Western Europe
CA	01	Alberta	1 - Americas/Western Europe
CA	02	British Columbia	1 - Americas/Western Europe
CA	03	Manitoba	1 - Americas/Western Europe
CA	04	New Brunswick	1 - Americas/Western Europe
CA	05	Newfoundland	1 - Americas/Western Europe
CA	07	Nova Scotia	1 - Americas/Western Europe
CA	08	Ontario	1 - Americas/Western Europe
CA	09	Prince Edward Island	1 - Americas/Western Europe
